,CVE,DESCRIP
3672,X782,"Lesión autoinfligida intencionalmente por objeto cortante en escuelas, otras instituciones y áreas administrativas  públicas"
3673,X784,Lesión autoinfligida intencionalmente por objeto cortante en calles y carreteras
3674,X785,Lesión autoinfligida intencionalmente por objeto cortante en comercio y área de servicios
3675,X786,Lesión autoinfligida intencionalmente por objeto cortante en área industrial y de la construcción
3676,X788,Lesión autoinfligida intencionalmente por objeto cortante en otro lugar especificado
3677,X789,Lesión autoinfligida intencionalmente por objeto cortante en lugar no especificado
3678,X800,Lesión autoinfligida intencionalmente al saltar desde un lugar elevado en vivienda
3679,X801,Lesión autoinfligida intencionalmente al saltar desde un lugar elevado en institución residencial
3680,X802,"Lesión autoinfligida intencionalmente al saltar desde un lugar elevado en escuelas, otras instituciones y áreas administrativas  públicas"
3681,X803,"Lesión autoinfligida intencionalmente al saltar desde un lugar elevado en áreas de deporte y atletismo, áreas de deporte y atletismo"
3682,X804,Lesión autoinfligida intencionalmente al saltar desde un lugar elevado en calles y carreteras
3683,X805,Lesión autoinfligida intencionalmente al saltar desde un lugar elevado en comercio y área de servicios
3684,X808,Lesión autoinfligida intencionalmente al saltar desde un lugar elevado en otro lugar especificado
3685,X809,Lesión autoinfligida intencionalmente al saltar desde un lugar elevado en lugar no especificado
3686,X814,Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento en calles y carreteras
3687,X815,Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento en comercio y área de servicios
3688,X818,Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento en otro lugar especificado
3689,X824,Lesión autoinfligida intencionalmente por colisión de vehículo de motor en calles y carreteras
3690,X830,Lesión autoinfligida intencionalmente por otros medios especificados en vivienda
3691,X834,Lesión autoinfligida intencionalmente por otros medios especificados en calles y carreteras
3692,X835,Lesión autoinfligida intencionalmente por otros medios especificados en comercio y área de servicios
3693,X839,Lesión autoinfligida intencionalmente por otros medios especificados en lugar no especificado
3694,X840,Lesión autoinfligida intencionalmente por medios no especificados en vivienda
3695,X841,Lesión autoinfligida intencionalmente por medios no especificados en institución residencial
3696,X842,"Lesión autoinfligida intencionalmente por medios no especificados en escuelas, otras instituciones y áreas administrativas  públicas"
3697,X844,Lesión autoinfligida intencionalmente por medios no especificados en calles y carreteras
3698,X845,Lesión autoinfligida intencionalmente por medios no especificados en comercio y área de servicios
3699,X846,Lesión autoinfligida intencionalmente por medios no especificados en área industrial y de la construcción
3700,X847,Lesión autoinfligida intencionalmente por medios no especificados en granja
3701,X848,Lesión autoinfligida intencionalmente por medios no especificados en otro lugar especificado
3702,X849,Lesión autoinfligida intencionalmente por medios no especificados en lugar no especificado
3703,X850,"Agresión con drogas, medicamentos y sustancias biológicas en vivienda"
3704,X854,"Agresión con drogas, medicamentos y sustancias biológicas en calles y carreteras"
3705,X858,"Agresión con drogas, medicamentos y sustancias biológicas en otro lugar especificado"
3706,X859,"Agresión con drogas, medicamentos y sustancias biológicas en lugar no especificado"
3707,X868,Agresión con sustancia corrosiva en otro lugar especificado
3708,X870,Agresión con plaguicidas en vivienda
3709,X879,Agresión con plaguicidas en lugar no especificado
3710,X880,Agresión con gases y vapores en vivienda
3711,X882,"Agresión con gases y vapores en escuelas, otras instituciones y áreas administrativas  públicas"
3712,X886,Agresión con gases y vapores en área industrial y de la construcción
3713,X889,Agresión con gases y vapores en lugar no especificado
3714,X890,Agresión con otros productos químicos y sustancias nocivas especificadas en vivienda
3715,X895,Agresión con otros productos químicos y sustancias nocivas especificadas en comercio y área de servicios
3716,X899,Agresión con otros productos químicos y sustancias nocivas especificadas en lugar no especificado
3717,X900,Agresión con productos químicos y sustancias nocivas no especificadas en vivienda
3718,X906,Agresión con productos químicos y sustancias nocivas no especificadas en área industrial y de la construcción
3719,X908,Agresión con productos químicos y sustancias nocivas no especificadas en otro lugar especificado
3720,X909,Agresión con productos químicos y sustancias nocivas no especificadas en lugar no especificado
3721,X910,"Agresión por ahorcamiento, estrangulamiento y sofocación en vivienda"
3722,X911,"Agresión por ahorcamiento, estrangulamiento y sofocación en institución residencial"
3723,X912,"Agresión por ahorcamiento, estrangulamiento y sofocación en escuelas, otras instituciones y áreas administrativas  públicas"
3724,X913,"Agresión por ahorcamiento, estrangulamiento y sofocación en áreas de deporte y atletismo, áreas de deporte y atletismo"
3725,X914,"Agresión por ahorcamiento, estrangulamiento y sofocación en calles y carreteras"
3726,X915,"Agresión por ahorcamiento, estrangulamiento y sofocación en comercio y área de servicios"
3727,X916,"Agresión por ahorcamiento, estrangulamiento y sofocación en área industrial y de la construcción"
3728,X917,"Agresión por ahorcamiento, estrangulamiento y sofocación en granja"
3729,X918,"Agresión por ahorcamiento, estrangulamiento y sofocación en otro lugar especificado"
3730,X919,"Agresión por ahorcamiento, estrangulamiento y sofocación en lugar no especificado"
3731,X920,Agresión por ahogamiento y sumersión en vivienda
3732,X921,Agresión por ahogamiento y sumersión en institución residencial
3733,X924,Agresión por ahogamiento y sumersión en calles y carreteras
3734,X925,Agresión por ahogamiento y sumersión en comercio y área de servicios
3735,X927,Agresión por ahogamiento y sumersión en granja
3736,X928,Agresión por ahogamiento y sumersión en otro lugar especificado
3737,X929,Agresión por ahogamiento y sumersión en lugar no especificado
3738,X930,Agresión con disparo de arma corta en vivienda
3739,X931,Agresión con disparo de arma corta en institución residencial
3740,X933,"Agresión con disparo de arma corta en áreas de deporte y atletismo, áreas de deporte y atletismo"
3741,X934,Agresión con disparo de arma corta en calles y carreteras
3742,X935,Agresión con disparo de arma corta en comercio y área de servicios
3743,X937,Agresión con disparo de arma corta en granja
3744,X938,Agresión con disparo de arma corta en otro lugar especificado
3745,X939,Agresión con disparo de arma corta en lugar no especificado
3746,X940,"Agresión con disparo de rifle, escopeta y arma larga en vivienda"
3747,X941,"Agresión con disparo de rifle, escopeta y arma larga en institución residencial"
3748,X944,"Agresión con disparo de rifle, escopeta y arma larga en calles y carreteras"
3749,X945,"Agresión con disparo de rifle, escopeta y arma larga en comercio y área de servicios"
3750,X947,"Agresión con disparo de rifle, escopeta y arma larga en granja"
3751,X948,"Agresión con disparo de rifle, escopeta y arma larga en otro lugar especificado"
3752,X949,"Agresión con disparo de rifle, escopeta y arma larga en lugar no especificado"
3753,X950,"Agresión con disparo de otras armas de fuego, y las no especificadas en vivienda"
3754,X951,"Agresión con disparo de otras armas de fuego, y las no especificadas en institución residencial"
3755,X952,"Agresión con disparo de otras armas de fuego, y las no especificadas en escuelas, otras instituciones y áreas administrativas  públicas"
3756,X953,"Agresión con disparo de otras armas de fuego, y las no especificadas en áreas de deporte y atletismo, áreas de deporte y atletismo"
3757,X954,"Agresión con disparo de otras armas de fuego, y las no especificadas en calles y carreteras"
3758,X955,"Agresión con disparo de otras armas de fuego, y las no especificadas en comercio y área de servicios"
3759,X956,"Agresión con disparo de otras armas de fuego, y las no especificadas en área industrial y de la construcción"
3760,X957,"Agresión con disparo de otras armas de fuego, y las no especificadas en granja"
3761,X958,"Agresión con disparo de otras armas de fuego, y las no especificadas en otro lugar especificado"
3762,X959,"Agresión con disparo de otras armas de fuego, y las no especificadas en lugar no especificado"
3763,X960,Agresión con material explosivo en vivienda
3764,X964,Agresión con material explosivo en calles y carreteras
3765,X968,Agresión con material explosivo en otro lugar especificado
3766,X970,"Agresión con humo, fuego y llamas en vivienda"
3767,X971,"Agresión con humo, fuego y llamas en institución residencial"
3768,X973,"Agresión con humo, fuego y llamas en áreas de deporte y atletismo, áreas de deporte y atletismo"
3769,X974,"Agresión con humo, fuego y llamas en calles y carreteras"
3770,X975,"Agresión con humo, fuego y llamas en comercio y área de servicios"
3771,X977,"Agresión con humo, fuego y llamas en granja"
3772,X978,"Agresión con humo, fuego y llamas en otro lugar especificado"
3773,X979,"Agresión con humo, fuego y llamas en lugar no especificado"
3774,X988,"Agresión con vapor de agua, vapores y objetos calientes en otro lugar especificado"
